"count","jurisdiccion_aplicacion","fecha_aplicacion","nombre_dosis_generica"
10,"La Pampa","2021-02-12","2da"
1,"La Pampa","2021-02-14","1ra"
3,"La Pampa","2021-02-15","1ra"
3,"La Pampa","2021-02-15","2da"
51,"La Pampa","2021-02-16","1ra"
1179,"La Pampa","2021-02-17","1ra"
16,"La Pampa","2021-02-17","2da"
1011,"La Pampa","2021-02-18","1ra"
6,"La Pampa","2021-02-18","2da"
216,"La Pampa","2021-02-19","1ra"
2,"La Pampa","2021-02-19","2da"
2,"La Pampa","2021-02-20","1ra"
1,"La Pampa","2021-02-21","1ra"
739,"La Pampa","2021-02-22","1ra"
2,"La Pampa","2021-02-22","2da"
1073,"La Pampa","2021-02-23","1ra"
159,"La Pampa","2021-02-23","2da"
688,"La Pampa","2021-02-24","1ra"
491,"La Pampa","2021-02-24","2da"
494,"La Pampa","2021-02-25","1ra"
271,"La Pampa","2021-02-25","2da"
334,"La Pampa","2021-02-26","1ra"
214,"La Pampa","2021-02-26","2da"
129,"La Pampa","2021-02-27","1ra"
2,"La Pampa","2021-02-27","2da"
18,"La Pampa","2021-02-28","1ra"
4,"La Pampa","2021-02-28","2da"
197,"La Pampa","2021-03-01","1ra"
58,"La Pampa","2021-03-01","2da"
240,"La Pampa","2021-03-02","1ra"
30,"La Pampa","2021-03-02","2da"
688,"La Pampa","2021-03-03","1ra"
14,"La Pampa","2021-03-03","2da"
763,"La Pampa","2021-03-04","1ra"
16,"La Pampa","2021-03-04","2da"
690,"La Pampa","2021-03-05","1ra"
25,"La Pampa","2021-03-05","2da"
219,"La Pampa","2021-03-06","1ra"
7,"La Pampa","2021-03-06","2da"
176,"La Pampa","2021-03-07","1ra"
1482,"La Pampa","2021-03-08","1ra"
25,"La Pampa","2021-03-08","2da"
928,"La Pampa","2021-03-09","1ra"
10,"La Pampa","2021-03-09","2da"
1104,"La Pampa","2021-03-10","1ra"
574,"La Pampa","2021-03-10","2da"
688,"La Pampa","2021-03-11","1ra"
799,"La Pampa","2021-03-11","2da"
935,"La Pampa","2021-03-12","1ra"
588,"La Pampa","2021-03-12","2da"
573,"La Pampa","2021-03-13","1ra"
41,"La Pampa","2021-03-13","2da"
84,"La Pampa","2021-03-14","1ra"
16,"La Pampa","2021-03-14","2da"
1107,"La Pampa","2021-03-15","1ra"
123,"La Pampa","2021-03-15","2da"
1379,"La Pampa","2021-03-16","1ra"
15,"La Pampa","2021-03-16","2da"
667,"La Pampa","2021-03-17","1ra"
77,"La Pampa","2021-03-17","2da"
296,"La Pampa","2021-03-18","1ra"
19,"La Pampa","2021-03-18","2da"
175,"La Pampa","2021-03-19","1ra"
16,"La Pampa","2021-03-19","2da"
64,"La Pampa","2021-03-20","1ra"
7,"La Pampa","2021-03-20","2da"
1,"La Pampa","2021-03-21","1ra"
154,"La Pampa","2021-03-22","1ra"
20,"La Pampa","2021-03-22","2da"
1883,"La Pampa","2021-03-23","1ra"
15,"La Pampa","2021-03-23","2da"
447,"La Pampa","2021-03-24","1ra"
1,"La Pampa","2021-03-24","2da"
191,"La Pampa","2021-03-25","1ra"
25,"La Pampa","2021-03-25","2da"
52,"La Pampa","2021-03-26","1ra"
21,"La Pampa","2021-03-26","2da"
125,"La Pampa","2021-03-27","1ra"
3,"La Pampa","2021-03-27","2da"
398,"La Pampa","2021-03-28","1ra"
1,"La Pampa","2021-03-28","2da"
1140,"La Pampa","2021-03-29","1ra"
5,"La Pampa","2021-03-29","2da"
1855,"La Pampa","2021-03-30","1ra"
11,"La Pampa","2021-03-30","2da"
2050,"La Pampa","2021-03-31","1ra"
20,"La Pampa","2021-03-31","2da"
520,"La Pampa","2021-04-01","1ra"
6,"La Pampa","2021-04-01","2da"
446,"La Pampa","2021-04-02","1ra"
6,"La Pampa","2021-04-02","2da"
1129,"La Pampa","2021-04-03","1ra"
1,"La Pampa","2021-04-03","2da"
346,"La Pampa","2021-04-04","1ra"
1,"La Pampa","2021-04-04","2da"
1172,"La Pampa","2021-04-05","1ra"
15,"La Pampa","2021-04-05","2da"
2411,"La Pampa","2021-04-06","1ra"
19,"La Pampa","2021-04-06","2da"
1300,"La Pampa","2021-04-07","1ra"
7,"La Pampa","2021-04-07","2da"
926,"La Pampa","2021-04-08","1ra"
62,"La Pampa","2021-04-08","2da"
582,"La Pampa","2021-04-09","1ra"
355,"La Pampa","2021-04-09","2da"
1764,"La Pampa","2021-04-10","1ra"
138,"La Pampa","2021-04-10","2da"
911,"La Pampa","2021-04-11","1ra"
67,"La Pampa","2021-04-11","2da"
517,"La Pampa","2021-04-12","1ra"
318,"La Pampa","2021-04-12","2da"
532,"La Pampa","2021-04-13","1ra"
310,"La Pampa","2021-04-13","2da"
809,"La Pampa","2021-04-14","1ra"
192,"La Pampa","2021-04-14","2da"
912,"La Pampa","2021-04-15","1ra"
191,"La Pampa","2021-04-15","2da"
406,"La Pampa","2021-04-16","1ra"
140,"La Pampa","2021-04-16","2da"
60,"La Pampa","2021-04-17","1ra"
19,"La Pampa","2021-04-17","2da"
2,"La Pampa","2021-04-18","2da"
676,"La Pampa","2021-04-19","1ra"
48,"La Pampa","2021-04-19","2da"
2423,"La Pampa","2021-04-20","1ra"
35,"La Pampa","2021-04-20","2da"
1728,"La Pampa","2021-04-21","1ra"
20,"La Pampa","2021-04-21","2da"
1295,"La Pampa","2021-04-22","1ra"
19,"La Pampa","2021-04-22","2da"
1993,"La Pampa","2021-04-23","1ra"
12,"La Pampa","2021-04-23","2da"
1033,"La Pampa","2021-04-24","1ra"
6,"La Pampa","2021-04-24","2da"
223,"La Pampa","2021-04-25","1ra"
3,"La Pampa","2021-04-25","2da"
815,"La Pampa","2021-04-26","1ra"
3,"La Pampa","2021-04-26","2da"
406,"La Pampa","2021-04-27","1ra"
13,"La Pampa","2021-04-27","2da"
105,"La Pampa","2021-04-28","1ra"
534,"La Pampa","2021-04-28","2da"
5,"La Pampa","2021-04-29","1ra"
2193,"La Pampa","2021-04-29","2da"
738,"La Pampa","2021-04-30","1ra"
2213,"La Pampa","2021-04-30","2da"
230,"La Pampa","2021-05-01","1ra"
1826,"La Pampa","2021-05-01","2da"
4,"La Pampa","2021-05-02","1ra"
426,"La Pampa","2021-05-02","2da"
582,"La Pampa","2021-05-03","1ra"
1334,"La Pampa","2021-05-03","2da"
1925,"La Pampa","2021-05-04","1ra"
673,"La Pampa","2021-05-04","2da"
1402,"La Pampa","2021-05-05","1ra"
591,"La Pampa","2021-05-05","2da"
640,"La Pampa","2021-05-06","1ra"
2293,"La Pampa","2021-05-06","2da"
116,"La Pampa","2021-05-07","1ra"
1998,"La Pampa","2021-05-07","2da"
49,"La Pampa","2021-05-08","1ra"
513,"La Pampa","2021-05-08","2da"
10,"La Pampa","2021-05-09","1ra"
61,"La Pampa","2021-05-09","2da"
38,"La Pampa","2021-05-10","1ra"
1074,"La Pampa","2021-05-10","2da"
12,"La Pampa","2021-05-11","1ra"
744,"La Pampa","2021-05-11","2da"
23,"La Pampa","2021-05-12","1ra"
453,"La Pampa","2021-05-12","2da"
10,"La Pampa","2021-05-13","1ra"
181,"La Pampa","2021-05-13","2da"
4,"La Pampa","2021-05-14","1ra"
315,"La Pampa","2021-05-14","2da"
1091,"La Pampa","2021-05-15","1ra"
33,"La Pampa","2021-05-15","2da"
413,"La Pampa","2021-05-16","1ra"
14,"La Pampa","2021-05-16","2da"
1047,"La Pampa","2021-05-17","1ra"
103,"La Pampa","2021-05-17","2da"
690,"La Pampa","2021-05-18","1ra"
124,"La Pampa","2021-05-18","2da"
222,"La Pampa","2021-05-19","1ra"
83,"La Pampa","2021-05-19","2da"
779,"La Pampa","2021-05-20","1ra"
271,"La Pampa","2021-05-20","2da"
1519,"La Pampa","2021-05-21","1ra"
128,"La Pampa","2021-05-21","2da"
640,"La Pampa","2021-05-22","1ra"
121,"La Pampa","2021-05-22","2da"
111,"La Pampa","2021-05-23","1ra"
1,"La Pampa","2021-05-23","2da"
417,"La Pampa","2021-05-24","1ra"
29,"La Pampa","2021-05-24","2da"
79,"La Pampa","2021-05-25","1ra"
295,"La Pampa","2021-05-25","2da"
244,"La Pampa","2021-05-26","1ra"
609,"La Pampa","2021-05-26","2da"
688,"La Pampa","2021-05-27","1ra"
1211,"La Pampa","2021-05-27","2da"
2062,"La Pampa","2021-05-28","1ra"
1824,"La Pampa","2021-05-28","2da"
3592,"La Pampa","2021-05-29","1ra"
940,"La Pampa","2021-05-29","2da"
1434,"La Pampa","2021-05-30","1ra"
346,"La Pampa","2021-05-30","2da"
1361,"La Pampa","2021-05-31","1ra"
423,"La Pampa","2021-05-31","2da"
1326,"La Pampa","2021-06-01","1ra"
171,"La Pampa","2021-06-01","2da"
2914,"La Pampa","2021-06-02","1ra"
102,"La Pampa","2021-06-02","2da"
4890,"La Pampa","2021-06-03","1ra"
80,"La Pampa","2021-06-03","2da"
3229,"La Pampa","2021-06-04","1ra"
55,"La Pampa","2021-06-04","2da"
1945,"La Pampa","2021-06-05","1ra"
87,"La Pampa","2021-06-05","2da"
805,"La Pampa","2021-06-06","1ra"
5,"La Pampa","2021-06-06","2da"
1588,"La Pampa","2021-06-07","1ra"
62,"La Pampa","2021-06-07","2da"
952,"La Pampa","2021-06-08","1ra"
34,"La Pampa","2021-06-08","2da"
883,"La Pampa","2021-06-09","1ra"
22,"La Pampa","2021-06-09","2da"
1285,"La Pampa","2021-06-10","1ra"
18,"La Pampa","2021-06-10","2da"
2289,"La Pampa","2021-06-11","1ra"
401,"La Pampa","2021-06-11","2da"
879,"La Pampa","2021-06-12","1ra"
1379,"La Pampa","2021-06-12","2da"
189,"La Pampa","2021-06-13","1ra"
187,"La Pampa","2021-06-13","2da"
526,"La Pampa","2021-06-14","1ra"
446,"La Pampa","2021-06-14","2da"
3522,"La Pampa","2021-06-15","1ra"
214,"La Pampa","2021-06-15","2da"
3902,"La Pampa","2021-06-16","1ra"
146,"La Pampa","2021-06-16","2da"
3521,"La Pampa","2021-06-17","1ra"
16,"La Pampa","2021-06-17","2da"
1379,"La Pampa","2021-06-18","1ra"
33,"La Pampa","2021-06-18","2da"
561,"La Pampa","2021-06-19","1ra"
1,"La Pampa","2021-06-19","2da"
20,"La Pampa","2021-06-20","1ra"
4,"La Pampa","2021-06-20","2da"
123,"La Pampa","2021-06-21","1ra"
2,"La Pampa","2021-06-21","2da"
240,"La Pampa","2021-06-22","1ra"
27,"La Pampa","2021-06-22","2da"
1549,"La Pampa","2021-06-23","1ra"
52,"La Pampa","2021-06-23","2da"
3126,"La Pampa","2021-06-24","1ra"
1523,"La Pampa","2021-06-24","2da"
2149,"La Pampa","2021-06-25","1ra"
2848,"La Pampa","2021-06-25","2da"
3822,"La Pampa","2021-06-26","1ra"
804,"La Pampa","2021-06-26","2da"
1200,"La Pampa","2021-06-27","1ra"
130,"La Pampa","2021-06-27","2da"
2380,"La Pampa","2021-06-28","1ra"
411,"La Pampa","2021-06-28","2da"
3486,"La Pampa","2021-06-29","1ra"
385,"La Pampa","2021-06-29","2da"
4298,"La Pampa","2021-06-30","1ra"
243,"La Pampa","2021-06-30","2da"
1140,"La Pampa","2021-07-01","1ra"
122,"La Pampa","2021-07-01","2da"
723,"La Pampa","2021-07-02","1ra"
31,"La Pampa","2021-07-02","2da"
1198,"La Pampa","2021-07-03","1ra"
1258,"La Pampa","2021-07-03","2da"
620,"La Pampa","2021-07-04","1ra"
581,"La Pampa","2021-07-04","2da"
679,"La Pampa","2021-07-05","1ra"
587,"La Pampa","2021-07-05","2da"
1951,"La Pampa","2021-07-06","1ra"
156,"La Pampa","2021-07-06","2da"
1750,"La Pampa","2021-07-07","1ra"
43,"La Pampa","2021-07-07","2da"
2253,"La Pampa","2021-07-08","1ra"
47,"La Pampa","2021-07-08","2da"
3760,"La Pampa","2021-07-09","1ra"
135,"La Pampa","2021-07-09","2da"
1655,"La Pampa","2021-07-10","1ra"
91,"La Pampa","2021-07-10","2da"
276,"La Pampa","2021-07-11","1ra"
190,"La Pampa","2021-07-11","2da"
1852,"La Pampa","2021-07-12","1ra"
138,"La Pampa","2021-07-12","2da"
3405,"La Pampa","2021-07-13","1ra"
106,"La Pampa","2021-07-13","2da"
1171,"La Pampa","2021-07-14","1ra"
47,"La Pampa","2021-07-14","2da"
379,"La Pampa","2021-07-15","1ra"
1435,"La Pampa","2021-07-15","2da"
256,"La Pampa","2021-07-16","1ra"
4119,"La Pampa","2021-07-16","2da"
359,"La Pampa","2021-07-17","1ra"
2509,"La Pampa","2021-07-17","2da"
281,"La Pampa","2021-07-18","1ra"
945,"La Pampa","2021-07-18","2da"
757,"La Pampa","2021-07-19","1ra"
1488,"La Pampa","2021-07-19","2da"
1059,"La Pampa","2021-07-20","1ra"
1066,"La Pampa","2021-07-20","2da"
1925,"La Pampa","2021-07-21","1ra"
1785,"La Pampa","2021-07-21","2da"
2199,"La Pampa","2021-07-22","1ra"
850,"La Pampa","2021-07-22","2da"
2411,"La Pampa","2021-07-23","1ra"
554,"La Pampa","2021-07-23","2da"
2095,"La Pampa","2021-07-24","1ra"
613,"La Pampa","2021-07-24","2da"
1024,"La Pampa","2021-07-25","1ra"
403,"La Pampa","2021-07-25","2da"
1850,"La Pampa","2021-07-26","1ra"
1192,"La Pampa","2021-07-26","2da"
1143,"La Pampa","2021-07-27","1ra"
2160,"La Pampa","2021-07-27","2da"
4087,"La Pampa","2021-07-28","1ra"
2162,"La Pampa","2021-07-28","2da"
2326,"La Pampa","2021-07-29","1ra"
2394,"La Pampa","2021-07-29","2da"
1595,"La Pampa","2021-07-30","1ra"
3195,"La Pampa","2021-07-30","2da"
707,"La Pampa","2021-07-31","1ra"
1113,"La Pampa","2021-07-31","2da"
141,"La Pampa","2021-08-01","1ra"
621,"La Pampa","2021-08-01","2da"
969,"La Pampa","2021-08-02","1ra"
1228,"La Pampa","2021-08-02","2da"
2186,"La Pampa","2021-08-03","1ra"
993,"La Pampa","2021-08-03","2da"
804,"La Pampa","2021-08-04","1ra"
1504,"La Pampa","2021-08-04","2da"
414,"La Pampa","2021-08-05","1ra"
1871,"La Pampa","2021-08-05","2da"
517,"La Pampa","2021-08-06","1ra"
2562,"La Pampa","2021-08-06","2da"
202,"La Pampa","2021-08-07","1ra"
3348,"La Pampa","2021-08-07","2da"
28,"La Pampa","2021-08-08","1ra"
2431,"La Pampa","2021-08-08","2da"
128,"La Pampa","2021-08-09","1ra"
3839,"La Pampa","2021-08-09","2da"
121,"La Pampa","2021-08-10","1ra"
2328,"La Pampa","2021-08-10","2da"
186,"La Pampa","2021-08-11","1ra"
2276,"La Pampa","2021-08-11","2da"
112,"La Pampa","2021-08-12","1ra"
2237,"La Pampa","2021-08-12","2da"
109,"La Pampa","2021-08-13","1ra"
3128,"La Pampa","2021-08-13","2da"
45,"La Pampa","2021-08-14","1ra"
1379,"La Pampa","2021-08-14","2da"
158,"La Pampa","2021-08-15","1ra"
922,"La Pampa","2021-08-15","2da"
1725,"La Pampa","2021-08-16","1ra"
1086,"La Pampa","2021-08-16","2da"
1679,"La Pampa","2021-08-17","1ra"
1545,"La Pampa","2021-08-17","2da"
1149,"La Pampa","2021-08-18","1ra"
751,"La Pampa","2021-08-18","2da"
549,"La Pampa","2021-08-19","1ra"
486,"La Pampa","2021-08-19","2da"
483,"La Pampa","2021-08-20","1ra"
410,"La Pampa","2021-08-20","2da"
176,"La Pampa","2021-08-21","1ra"
2363,"La Pampa","2021-08-21","2da"
57,"La Pampa","2021-08-22","1ra"
1070,"La Pampa","2021-08-22","2da"
162,"La Pampa","2021-08-23","1ra"
5896,"La Pampa","2021-08-23","2da"
123,"La Pampa","2021-08-24","1ra"
3509,"La Pampa","2021-08-24","2da"
126,"La Pampa","2021-08-25","1ra"
3365,"La Pampa","2021-08-25","2da"
74,"La Pampa","2021-08-26","1ra"
4004,"La Pampa","2021-08-26","2da"
88,"La Pampa","2021-08-27","1ra"
3532,"La Pampa","2021-08-27","2da"
33,"La Pampa","2021-08-28","1ra"
1195,"La Pampa","2021-08-28","2da"
1356,"La Pampa","2021-08-29","1ra"
1870,"La Pampa","2021-08-29","2da"
1338,"La Pampa","2021-08-30","1ra"
1285,"La Pampa","2021-08-30","2da"
590,"La Pampa","2021-08-31","1ra"
3404,"La Pampa","2021-08-31","2da"
292,"La Pampa","2021-09-01","1ra"
3809,"La Pampa","2021-09-01","2da"
430,"La Pampa","2021-09-02","1ra"
3150,"La Pampa","2021-09-02","2da"
345,"La Pampa","2021-09-03","1ra"
2066,"La Pampa","2021-09-03","2da"
151,"La Pampa","2021-09-04","1ra"
5266,"La Pampa","2021-09-04","2da"
46,"La Pampa","2021-09-05","1ra"
3242,"La Pampa","2021-09-05","2da"
170,"La Pampa","2021-09-06","1ra"
3016,"La Pampa","2021-09-06","2da"
212,"La Pampa","2021-09-07","1ra"
2755,"La Pampa","2021-09-07","2da"
188,"La Pampa","2021-09-08","1ra"
934,"La Pampa","2021-09-08","2da"
84,"La Pampa","2021-09-09","1ra"
681,"La Pampa","2021-09-09","2da"
193,"La Pampa","2021-09-10","1ra"
1033,"La Pampa","2021-09-10","2da"
95,"La Pampa","2021-09-11","1ra"
513,"La Pampa","2021-09-11","2da"
231,"La Pampa","2021-09-11","Unica"
48,"La Pampa","2021-09-12","1ra"
325,"La Pampa","2021-09-12","2da"
309,"La Pampa","2021-09-12","Unica"
77,"La Pampa","2021-09-13","1ra"
511,"La Pampa","2021-09-13","2da"
376,"La Pampa","2021-09-13","Unica"
35,"La Pampa","2021-09-14","1ra"
235,"La Pampa","2021-09-14","2da"
166,"La Pampa","2021-09-14","Unica"
32,"La Pampa","2021-09-15","1ra"
1003,"La Pampa","2021-09-15","2da"
106,"La Pampa","2021-09-15","Unica"
624,"La Pampa","2021-09-16","1ra"
2631,"La Pampa","2021-09-16","2da"
185,"La Pampa","2021-09-16","Unica"
380,"La Pampa","2021-09-17","1ra"
1699,"La Pampa","2021-09-17","2da"
92,"La Pampa","2021-09-17","Unica"
174,"La Pampa","2021-09-18","1ra"
1276,"La Pampa","2021-09-18","2da"
15,"La Pampa","2021-09-18","Unica"
10,"La Pampa","2021-09-19","1ra"
765,"La Pampa","2021-09-19","2da"
24,"La Pampa","2021-09-19","Unica"
102,"La Pampa","2021-09-20","1ra"
1325,"La Pampa","2021-09-20","2da"
95,"La Pampa","2021-09-20","Unica"
248,"La Pampa","2021-09-21","1ra"
976,"La Pampa","2021-09-21","2da"
55,"La Pampa","2021-09-21","Unica"
1311,"La Pampa","2021-09-22","1ra"
1213,"La Pampa","2021-09-22","2da"
66,"La Pampa","2021-09-22","Unica"
1540,"La Pampa","2021-09-23","1ra"
469,"La Pampa","2021-09-23","2da"
63,"La Pampa","2021-09-23","Unica"
1613,"La Pampa","2021-09-24","1ra"
663,"La Pampa","2021-09-24","2da"
38,"La Pampa","2021-09-24","Unica"
670,"La Pampa","2021-09-25","1ra"
143,"La Pampa","2021-09-25","2da"
27,"La Pampa","2021-09-25","Unica"
242,"La Pampa","2021-09-26","1ra"
251,"La Pampa","2021-09-26","2da"
11,"La Pampa","2021-09-26","Unica"
867,"La Pampa","2021-09-27","1ra"
535,"La Pampa","2021-09-27","2da"
17,"La Pampa","2021-09-27","Unica"
629,"La Pampa","2021-09-28","1ra"
846,"La Pampa","2021-09-28","2da"
14,"La Pampa","2021-09-28","Unica"
338,"La Pampa","2021-09-29","1ra"
1217,"La Pampa","2021-09-29","2da"
7,"La Pampa","2021-09-29","Unica"
584,"La Pampa","2021-09-30","1ra"
869,"La Pampa","2021-09-30","2da"
16,"La Pampa","2021-09-30","Unica"
678,"La Pampa","2021-10-01","1ra"
560,"La Pampa","2021-10-01","2da"
26,"La Pampa","2021-10-01","Unica"
359,"La Pampa","2021-10-02","1ra"
206,"La Pampa","2021-10-02","2da"
34,"La Pampa","2021-10-02","Unica"
122,"La Pampa","2021-10-03","1ra"
80,"La Pampa","2021-10-03","2da"
4,"La Pampa","2021-10-03","Unica"
493,"La Pampa","2021-10-04","1ra"
201,"La Pampa","2021-10-04","2da"
14,"La Pampa","2021-10-04","Unica"
415,"La Pampa","2021-10-05","1ra"
518,"La Pampa","2021-10-05","2da"
14,"La Pampa","2021-10-05","Unica"
500,"La Pampa","2021-10-06","1ra"
201,"La Pampa","2021-10-06","2da"
9,"La Pampa","2021-10-06","Unica"
738,"La Pampa","2021-10-07","1ra"
148,"La Pampa","2021-10-07","2da"
13,"La Pampa","2021-10-07","Unica"
357,"La Pampa","2021-10-08","1ra"
82,"La Pampa","2021-10-08","2da"
4,"La Pampa","2021-10-08","Unica"
257,"La Pampa","2021-10-09","1ra"
66,"La Pampa","2021-10-09","2da"
13,"La Pampa","2021-10-09","Unica"
75,"La Pampa","2021-10-10","1ra"
55,"La Pampa","2021-10-10","2da"
125,"La Pampa","2021-10-11","1ra"
227,"La Pampa","2021-10-11","2da"
4,"La Pampa","2021-10-11","Unica"
5285,"La Pampa","2021-10-12","1ra"
647,"La Pampa","2021-10-12","2da"
5,"La Pampa","2021-10-12","Unica"
3420,"La Pampa","2021-10-13","1ra"
456,"La Pampa","2021-10-13","2da"
16,"La Pampa","2021-10-13","Unica"
4899,"La Pampa","2021-10-14","1ra"
669,"La Pampa","2021-10-14","2da"
8,"La Pampa","2021-10-14","Unica"
5797,"La Pampa","2021-10-15","1ra"
778,"La Pampa","2021-10-15","2da"
35,"La Pampa","2021-10-15","Unica"
2234,"La Pampa","2021-10-16","1ra"
709,"La Pampa","2021-10-16","2da"
6,"La Pampa","2021-10-16","Unica"
14,"La Pampa","2021-10-17","1ra"
49,"La Pampa","2021-10-17","2da"
1,"La Pampa","2021-10-17","Unica"
2888,"La Pampa","2021-10-18","1ra"
1522,"La Pampa","2021-10-18","2da"
6,"La Pampa","2021-10-18","Unica"
2150,"La Pampa","2021-10-19","1ra"
1490,"La Pampa","2021-10-19","2da"
11,"La Pampa","2021-10-19","Unica"
1716,"La Pampa","2021-10-20","1ra"
1337,"La Pampa","2021-10-20","2da"
9,"La Pampa","2021-10-20","Unica"
1550,"La Pampa","2021-10-21","1ra"
1007,"La Pampa","2021-10-21","2da"
4,"La Pampa","2021-10-21","Unica"
2263,"La Pampa","2021-10-22","1ra"
1162,"La Pampa","2021-10-22","2da"
10,"La Pampa","2021-10-22","Unica"
990,"La Pampa","2021-10-23","1ra"
604,"La Pampa","2021-10-23","2da"
4,"La Pampa","2021-10-23","Unica"
438,"La Pampa","2021-10-24","1ra"
268,"La Pampa","2021-10-24","2da"
1,"La Pampa","2021-10-24","Unica"
1826,"La Pampa","2021-10-25","1ra"
1738,"La Pampa","2021-10-25","2da"
10,"La Pampa","2021-10-25","Unica"
1374,"La Pampa","2021-10-26","1ra"
1210,"La Pampa","2021-10-26","2da"
7,"La Pampa","2021-10-26","Unica"
1100,"La Pampa","2021-10-27","1ra"
963,"La Pampa","2021-10-27","2da"
80,"La Pampa","2021-10-27","Adicional"
4,"La Pampa","2021-10-27","Unica"
848,"La Pampa","2021-10-28","1ra"
489,"La Pampa","2021-10-28","2da"
3630,"La Pampa","2021-10-28","Adicional"
2,"La Pampa","2021-10-28","Refuerzo"
5,"La Pampa","2021-10-28","Unica"
743,"La Pampa","2021-10-29","1ra"
823,"La Pampa","2021-10-29","2da"
4562,"La Pampa","2021-10-29","Adicional"
1,"La Pampa","2021-10-29","Refuerzo"
3,"La Pampa","2021-10-29","Unica"
508,"La Pampa","2021-10-30","1ra"
324,"La Pampa","2021-10-30","2da"
826,"La Pampa","2021-10-30","Adicional"
1,"La Pampa","2021-10-30","Unica"
122,"La Pampa","2021-10-31","1ra"
139,"La Pampa","2021-10-31","2da"
304,"La Pampa","2021-10-31","Adicional"
2,"La Pampa","2021-10-31","Unica"
499,"La Pampa","2021-11-01","1ra"
873,"La Pampa","2021-11-01","2da"
1021,"La Pampa","2021-11-01","Adicional"
6,"La Pampa","2021-11-01","Unica"
243,"La Pampa","2021-11-02","1ra"
1501,"La Pampa","2021-11-02","2da"
475,"La Pampa","2021-11-02","Adicional"
1,"La Pampa","2021-11-02","Unica"
608,"La Pampa","2021-11-03","1ra"
3092,"La Pampa","2021-11-03","2da"
577,"La Pampa","2021-11-03","Adicional"
5,"La Pampa","2021-11-03","Unica"
310,"La Pampa","2021-11-04","1ra"
1952,"La Pampa","2021-11-04","2da"
321,"La Pampa","2021-11-04","Adicional"
4,"La Pampa","2021-11-04","Unica"
557,"La Pampa","2021-11-05","1ra"
2509,"La Pampa","2021-11-05","2da"
366,"La Pampa","2021-11-05","Adicional"
1,"La Pampa","2021-11-05","Refuerzo"
9,"La Pampa","2021-11-05","Unica"
162,"La Pampa","2021-11-06","1ra"
1501,"La Pampa","2021-11-06","2da"
393,"La Pampa","2021-11-06","Adicional"
65,"La Pampa","2021-11-07","1ra"
287,"La Pampa","2021-11-07","2da"
347,"La Pampa","2021-11-07","Adicional"
348,"La Pampa","2021-11-08","1ra"
1995,"La Pampa","2021-11-08","2da"
1168,"La Pampa","2021-11-08","Adicional"
1,"La Pampa","2021-11-08","Refuerzo"
3,"La Pampa","2021-11-08","Unica"
293,"La Pampa","2021-11-09","1ra"
3986,"La Pampa","2021-11-09","2da"
1132,"La Pampa","2021-11-09","Adicional"
1,"La Pampa","2021-11-09","Refuerzo"
11,"La Pampa","2021-11-09","Unica"
486,"La Pampa","2021-11-10","1ra"
3199,"La Pampa","2021-11-10","2da"
774,"La Pampa","2021-11-10","Adicional"
1,"La Pampa","2021-11-10","Refuerzo"
2,"La Pampa","2021-11-10","Unica"
350,"La Pampa","2021-11-11","1ra"
2460,"La Pampa","2021-11-11","2da"
824,"La Pampa","2021-11-11","Adicional"
4,"La Pampa","2021-11-11","Unica"
322,"La Pampa","2021-11-12","1ra"
2232,"La Pampa","2021-11-12","2da"
525,"La Pampa","2021-11-12","Adicional"
1,"La Pampa","2021-11-12","Refuerzo"
2,"La Pampa","2021-11-12","Unica"
80,"La Pampa","2021-11-13","1ra"
805,"La Pampa","2021-11-13","2da"
265,"La Pampa","2021-11-13","Adicional"
1,"La Pampa","2021-11-13","Refuerzo"
10,"La Pampa","2021-11-14","1ra"
220,"La Pampa","2021-11-14","2da"
87,"La Pampa","2021-11-14","Adicional"
268,"La Pampa","2021-11-15","1ra"
1664,"La Pampa","2021-11-15","2da"
448,"La Pampa","2021-11-15","Adicional"
3,"La Pampa","2021-11-15","Refuerzo"
6,"La Pampa","2021-11-15","Unica"
248,"La Pampa","2021-11-16","1ra"
1781,"La Pampa","2021-11-16","2da"
344,"La Pampa","2021-11-16","Adicional"
6,"La Pampa","2021-11-16","Refuerzo"
198,"La Pampa","2021-11-17","1ra"
1799,"La Pampa","2021-11-17","2da"
258,"La Pampa","2021-11-17","Adicional"
35,"La Pampa","2021-11-17","Refuerzo"
5,"La Pampa","2021-11-17","Unica"
299,"La Pampa","2021-11-18","1ra"
1289,"La Pampa","2021-11-18","2da"
152,"La Pampa","2021-11-18","Adicional"
1269,"La Pampa","2021-11-18","Refuerzo"
2,"La Pampa","2021-11-18","Unica"
387,"La Pampa","2021-11-19","1ra"
1701,"La Pampa","2021-11-19","2da"
648,"La Pampa","2021-11-19","Adicional"
1593,"La Pampa","2021-11-19","Refuerzo"
2,"La Pampa","2021-11-19","Unica"
104,"La Pampa","2021-11-20","1ra"
916,"La Pampa","2021-11-20","2da"
178,"La Pampa","2021-11-20","Adicional"
267,"La Pampa","2021-11-20","Refuerzo"
1,"La Pampa","2021-11-20","Unica"
58,"La Pampa","2021-11-21","1ra"
155,"La Pampa","2021-11-21","2da"
114,"La Pampa","2021-11-21","Adicional"
69,"La Pampa","2021-11-21","Refuerzo"
1,"La Pampa","2021-11-21","Unica"
72,"La Pampa","2021-11-22","1ra"
552,"La Pampa","2021-11-22","2da"
