"count","jurisdiccion_aplicacion","fecha_aplicacion","nombre_dosis_generica"
472,"Chubut","2022-01-07","Adicional"
4940,"Chubut","2022-01-07","Refuerzo"
50,"Chubut","2022-01-07","Unica"
340,"Chubut","2022-01-08","1ra"
425,"Chubut","2022-01-08","2da"
150,"Chubut","2022-01-08","Adicional"
1473,"Chubut","2022-01-08","Refuerzo"
1,"Chubut","2022-01-08","Unica"
1,"Chubut","2022-01-09","1ra"
4,"Chubut","2022-01-09","2da"
31,"Chubut","2022-01-09","Refuerzo"
870,"Chubut","2022-01-10","1ra"
1239,"Chubut","2022-01-10","2da"
439,"Chubut","2022-01-10","Adicional"
3909,"Chubut","2022-01-10","Refuerzo"
31,"Chubut","2022-01-10","Unica"
1170,"Chubut","2022-01-11","1ra"
1515,"Chubut","2022-01-11","2da"
462,"Chubut","2022-01-11","Adicional"
4492,"Chubut","2022-01-11","Refuerzo"
24,"Chubut","2022-01-11","Unica"
983,"Chubut","2022-01-12","1ra"
1256,"Chubut","2022-01-12","2da"
368,"Chubut","2022-01-12","Adicional"
3716,"Chubut","2022-01-12","Refuerzo"
16,"Chubut","2022-01-12","Unica"
1043,"Chubut","2022-01-13","1ra"
1455,"Chubut","2022-01-13","2da"
474,"Chubut","2022-01-13","Adicional"
3565,"Chubut","2022-01-13","Refuerzo"
26,"Chubut","2022-01-13","Unica"
866,"Chubut","2022-01-14","1ra"
1135,"Chubut","2022-01-14","2da"
283,"Chubut","2022-01-14","Adicional"
3728,"Chubut","2022-01-14","Refuerzo"
22,"Chubut","2022-01-14","Unica"
340,"Chubut","2022-01-15","1ra"
433,"Chubut","2022-01-15","2da"
48,"Chubut","2022-01-15","Adicional"
1392,"Chubut","2022-01-15","Refuerzo"
7,"Chubut","2022-01-15","Unica"
78,"Chubut","2022-01-16","1ra"
117,"Chubut","2022-01-16","2da"
416,"Chubut","2022-01-16","Refuerzo"
786,"Chubut","2022-01-17","1ra"
1151,"Chubut","2022-01-17","2da"
172,"Chubut","2022-01-17","Adicional"
2949,"Chubut","2022-01-17","Refuerzo"
21,"Chubut","2022-01-17","Unica"
706,"Chubut","2022-01-18","1ra"
966,"Chubut","2022-01-18","2da"
294,"Chubut","2022-01-18","Adicional"
2894,"Chubut","2022-01-18","Refuerzo"
24,"Chubut","2022-01-18","Unica"
610,"Chubut","2022-01-19","1ra"
812,"Chubut","2022-01-19","2da"
188,"Chubut","2022-01-19","Adicional"
1871,"Chubut","2022-01-19","Refuerzo"
23,"Chubut","2022-01-19","Unica"
356,"Chubut","2022-01-20","1ra"
630,"Chubut","2022-01-20","2da"
184,"Chubut","2022-01-20","Adicional"
1550,"Chubut","2022-01-20","Refuerzo"
9,"Chubut","2022-01-20","Unica"
451,"Chubut","2022-01-21","1ra"
658,"Chubut","2022-01-21","2da"
96,"Chubut","2022-01-21","Adicional"
1721,"Chubut","2022-01-21","Refuerzo"
27,"Chubut","2022-01-21","Unica"
175,"Chubut","2022-01-22","1ra"
251,"Chubut","2022-01-22","2da"
13,"Chubut","2022-01-22","Adicional"
889,"Chubut","2022-01-22","Refuerzo"
3,"Chubut","2022-01-22","Unica"
66,"Chubut","2022-01-23","1ra"
91,"Chubut","2022-01-23","2da"
353,"Chubut","2022-01-23","Refuerzo"
400,"Chubut","2022-01-24","1ra"
631,"Chubut","2022-01-24","2da"
132,"Chubut","2022-01-24","Adicional"
1483,"Chubut","2022-01-24","Refuerzo"
20,"Chubut","2022-01-24","Unica"
413,"Chubut","2022-01-25","1ra"
691,"Chubut","2022-01-25","2da"
121,"Chubut","2022-01-25","Adicional"
1410,"Chubut","2022-01-25","Refuerzo"
25,"Chubut","2022-01-25","Unica"
434,"Chubut","2022-01-26","1ra"
898,"Chubut","2022-01-26","2da"
91,"Chubut","2022-01-26","Adicional"
1333,"Chubut","2022-01-26","Refuerzo"
40,"Chubut","2022-01-26","Unica"
342,"Chubut","2022-01-27","1ra"
659,"Chubut","2022-01-27","2da"
101,"Chubut","2022-01-27","Adicional"
1134,"Chubut","2022-01-27","Refuerzo"
51,"Chubut","2022-01-27","Unica"
362,"Chubut","2022-01-28","1ra"
617,"Chubut","2022-01-28","2da"
48,"Chubut","2022-01-28","Adicional"
1262,"Chubut","2022-01-28","Refuerzo"
57,"Chubut","2022-01-28","Unica"
234,"Chubut","2022-01-29","1ra"
317,"Chubut","2022-01-29","2da"
33,"Chubut","2022-01-29","Adicional"
903,"Chubut","2022-01-29","Refuerzo"
9,"Chubut","2022-01-29","Unica"
44,"Chubut","2022-01-30","1ra"
70,"Chubut","2022-01-30","2da"
2,"Chubut","2022-01-30","Adicional"
182,"Chubut","2022-01-30","Refuerzo"
1,"Chubut","2022-01-30","Unica"
281,"Chubut","2022-01-31","1ra"
530,"Chubut","2022-01-31","2da"
36,"Chubut","2022-01-31","Adicional"
1178,"Chubut","2022-01-31","Refuerzo"
40,"Chubut","2022-01-31","Unica"
275,"Chubut","2022-02-01","1ra"
469,"Chubut","2022-02-01","2da"
833,"Chubut","2022-02-01","Refuerzo"
25,"Chubut","2022-02-01","Unica"
292,"Corrientes","2020-12-29","1ra"
478,"Corrientes","2020-12-30","1ra"
84,"Corrientes","2020-12-31","1ra"
5,"Corrientes","2021-01-01","1ra"
127,"Corrientes","2021-01-02","1ra"
2,"Corrientes","2021-01-03","1ra"
323,"Corrientes","2021-01-04","1ra"
236,"Corrientes","2021-01-05","1ra"
1,"Corrientes","2021-01-05","2da"
125,"Corrientes","2021-01-06","1ra"
158,"Corrientes","2021-01-07","1ra"
89,"Corrientes","2021-01-08","1ra"
8,"Corrientes","2021-01-09","1ra"
22,"Corrientes","2021-01-10","1ra"
271,"Corrientes","2021-01-11","1ra"
407,"Corrientes","2021-01-12","1ra"
2,"Corrientes","2021-01-12","2da"
135,"Corrientes","2021-01-13","1ra"
498,"Corrientes","2021-01-14","1ra"
272,"Corrientes","2021-01-15","1ra"
83,"Corrientes","2021-01-16","1ra"
98,"Corrientes","2021-01-18","1ra"
83,"Corrientes","2021-01-19","1ra"
33,"Corrientes","2021-01-19","2da"
81,"Corrientes","2021-01-20","1ra"
172,"Corrientes","2021-01-20","2da"
463,"Corrientes","2021-01-21","1ra"
421,"Corrientes","2021-01-21","2da"
601,"Corrientes","2021-01-22","1ra"
121,"Corrientes","2021-01-22","2da"
187,"Corrientes","2021-01-23","1ra"
80,"Corrientes","2021-01-23","2da"
1,"Corrientes","2021-01-24","1ra"
263,"Corrientes","2021-01-25","1ra"
287,"Corrientes","2021-01-25","2da"
153,"Corrientes","2021-01-26","1ra"
208,"Corrientes","2021-01-26","2da"
150,"Corrientes","2021-01-27","1ra"
169,"Corrientes","2021-01-27","2da"
166,"Corrientes","2021-01-28","2da"
1,"Corrientes","2021-01-29","1ra"
99,"Corrientes","2021-01-29","2da"
1,"Corrientes","2021-01-30","1ra"
13,"Corrientes","2021-01-30","2da"
2,"Corrientes","2021-02-01","1ra"
239,"Corrientes","2021-02-01","2da"
190,"Corrientes","2021-02-02","1ra"
319,"Corrientes","2021-02-02","2da"
279,"Corrientes","2021-02-03","1ra"
188,"Corrientes","2021-02-03","2da"
213,"Corrientes","2021-02-04","1ra"
483,"Corrientes","2021-02-04","2da"
139,"Corrientes","2021-02-05","1ra"
279,"Corrientes","2021-02-05","2da"
42,"Corrientes","2021-02-06","1ra"
67,"Corrientes","2021-02-06","2da"
7,"Corrientes","2021-02-07","1ra"
6,"Corrientes","2021-02-07","2da"
66,"Corrientes","2021-02-08","1ra"
95,"Corrientes","2021-02-08","2da"
39,"Corrientes","2021-02-09","1ra"
78,"Corrientes","2021-02-09","2da"
49,"Corrientes","2021-02-10","1ra"
74,"Corrientes","2021-02-10","2da"
115,"Corrientes","2021-02-11","1ra"
435,"Corrientes","2021-02-11","2da"
91,"Corrientes","2021-02-12","1ra"
596,"Corrientes","2021-02-12","2da"
6,"Corrientes","2021-02-13","1ra"
203,"Corrientes","2021-02-13","2da"
2,"Corrientes","2021-02-14","1ra"
5,"Corrientes","2021-02-15","1ra"
119,"Corrientes","2021-02-15","2da"
11,"Corrientes","2021-02-16","1ra"
141,"Corrientes","2021-02-16","2da"
52,"Corrientes","2021-02-17","1ra"
245,"Corrientes","2021-02-17","2da"
95,"Corrientes","2021-02-18","1ra"
71,"Corrientes","2021-02-18","2da"
339,"Corrientes","2021-02-19","1ra"
38,"Corrientes","2021-02-19","2da"
213,"Corrientes","2021-02-20","1ra"
8,"Corrientes","2021-02-20","2da"
129,"Corrientes","2021-02-21","1ra"
1,"Corrientes","2021-02-21","2da"
1309,"Corrientes","2021-02-22","1ra"
26,"Corrientes","2021-02-22","2da"
1163,"Corrientes","2021-02-23","1ra"
174,"Corrientes","2021-02-23","2da"
874,"Corrientes","2021-02-24","1ra"
231,"Corrientes","2021-02-24","2da"
674,"Corrientes","2021-02-25","1ra"
192,"Corrientes","2021-02-25","2da"
1015,"Corrientes","2021-02-26","1ra"
156,"Corrientes","2021-02-26","2da"
509,"Corrientes","2021-02-27","1ra"
48,"Corrientes","2021-02-27","2da"
55,"Corrientes","2021-02-28","1ra"
2,"Corrientes","2021-02-28","2da"
1127,"Corrientes","2021-03-01","1ra"
79,"Corrientes","2021-03-01","2da"
1259,"Corrientes","2021-03-02","1ra"
63,"Corrientes","2021-03-02","2da"
1163,"Corrientes","2021-03-03","1ra"
54,"Corrientes","2021-03-03","2da"
1594,"Corrientes","2021-03-04","1ra"
42,"Corrientes","2021-03-04","2da"
2271,"Corrientes","2021-03-05","1ra"
40,"Corrientes","2021-03-05","2da"
1553,"Corrientes","2021-03-06","1ra"
5,"Corrientes","2021-03-06","2da"
6,"Corrientes","2021-03-07","1ra"
724,"Corrientes","2021-03-08","1ra"
7,"Corrientes","2021-03-08","2da"
2647,"Corrientes","2021-03-09","1ra"
30,"Corrientes","2021-03-09","2da"
2893,"Corrientes","2021-03-10","1ra"
43,"Corrientes","2021-03-10","2da"
2346,"Corrientes","2021-03-11","1ra"
82,"Corrientes","2021-03-11","2da"
1736,"Corrientes","2021-03-12","1ra"
291,"Corrientes","2021-03-12","2da"
992,"Corrientes","2021-03-13","1ra"
174,"Corrientes","2021-03-13","2da"
95,"Corrientes","2021-03-14","1ra"
1388,"Corrientes","2021-03-15","1ra"
620,"Corrientes","2021-03-15","2da"
850,"Corrientes","2021-03-16","1ra"
442,"Corrientes","2021-03-16","2da"
1466,"Corrientes","2021-03-17","1ra"
511,"Corrientes","2021-03-17","2da"
2799,"Corrientes","2021-03-18","1ra"
580,"Corrientes","2021-03-18","2da"
1970,"Corrientes","2021-03-19","1ra"
642,"Corrientes","2021-03-19","2da"
1657,"Corrientes","2021-03-20","1ra"
239,"Corrientes","2021-03-20","2da"
15,"Corrientes","2021-03-21","1ra"
100,"Corrientes","2021-03-21","2da"
1872,"Corrientes","2021-03-22","1ra"
512,"Corrientes","2021-03-22","2da"
3546,"Corrientes","2021-03-23","1ra"
401,"Corrientes","2021-03-23","2da"
2695,"Corrientes","2021-03-24","1ra"
452,"Corrientes","2021-03-24","2da"
2417,"Corrientes","2021-03-25","1ra"
365,"Corrientes","2021-03-25","2da"
1169,"Corrientes","2021-03-26","1ra"
165,"Corrientes","2021-03-26","2da"
163,"Corrientes","2021-03-27","1ra"
26,"Corrientes","2021-03-27","2da"
186,"Corrientes","2021-03-28","1ra"
3819,"Corrientes","2021-03-29","1ra"
169,"Corrientes","2021-03-29","2da"
1,"Corrientes","2021-03-29","Refuerzo"
3607,"Corrientes","2021-03-30","1ra"
114,"Corrientes","2021-03-30","2da"
1824,"Corrientes","2021-03-31","1ra"
198,"Corrientes","2021-03-31","2da"
6609,"Corrientes","2021-04-01","1ra"
257,"Corrientes","2021-04-01","2da"
862,"Corrientes","2021-04-02","1ra"
120,"Corrientes","2021-04-02","2da"
543,"Corrientes","2021-04-03","1ra"
1,"Corrientes","2021-04-03","2da"
25,"Corrientes","2021-04-04","1ra"
2,"Corrientes","2021-04-04","2da"
1183,"Corrientes","2021-04-05","1ra"
4,"Corrientes","2021-04-05","2da"
1,"Corrientes","2021-04-05","Adicional"
1265,"Corrientes","2021-04-06","1ra"
4,"Corrientes","2021-04-06","2da"
3551,"Corrientes","2021-04-07","1ra"
9,"Corrientes","2021-04-07","2da"
3545,"Corrientes","2021-04-08","1ra"
134,"Corrientes","2021-04-08","2da"
2853,"Corrientes","2021-04-09","1ra"
190,"Corrientes","2021-04-09","2da"
2600,"Corrientes","2021-04-10","1ra"
71,"Corrientes","2021-04-10","2da"
41,"Corrientes","2021-04-11","1ra"
2,"Corrientes","2021-04-11","2da"
4369,"Corrientes","2021-04-12","1ra"
27,"Corrientes","2021-04-12","2da"
3902,"Corrientes","2021-04-13","1ra"
16,"Corrientes","2021-04-13","2da"
3375,"Corrientes","2021-04-14","1ra"
58,"Corrientes","2021-04-14","2da"
3101,"Corrientes","2021-04-15","1ra"
11,"Corrientes","2021-04-15","2da"
2925,"Corrientes","2021-04-16","1ra"
13,"Corrientes","2021-04-16","2da"
2125,"Corrientes","2021-04-17","1ra"
1,"Corrientes","2021-04-17","2da"
91,"Corrientes","2021-04-18","1ra"
2665,"Corrientes","2021-04-19","1ra"
47,"Corrientes","2021-04-19","2da"
2442,"Corrientes","2021-04-20","1ra"
13,"Corrientes","2021-04-20","2da"
1618,"Corrientes","2021-04-21","1ra"
7,"Corrientes","2021-04-21","2da"
1326,"Corrientes","2021-04-22","1ra"
72,"Corrientes","2021-04-22","2da"
2598,"Corrientes","2021-04-23","1ra"
113,"Corrientes","2021-04-23","2da"
3223,"Corrientes","2021-04-24","1ra"
14,"Corrientes","2021-04-24","2da"
463,"Corrientes","2021-04-25","1ra"
12,"Corrientes","2021-04-25","2da"
6663,"Corrientes","2021-04-26","1ra"
16,"Corrientes","2021-04-26","2da"
3673,"Corrientes","2021-04-27","1ra"
13,"Corrientes","2021-04-27","2da"
3626,"Corrientes","2021-04-28","1ra"
132,"Corrientes","2021-04-28","2da"
2301,"Corrientes","2021-04-29","1ra"
40,"Corrientes","2021-04-29","2da"
2182,"Corrientes","2021-04-30","1ra"
49,"Corrientes","2021-04-30","2da"
229,"Corrientes","2021-05-01","1ra"
3,"Corrientes","2021-05-01","2da"
28,"Corrientes","2021-05-02","1ra"
2,"Corrientes","2021-05-02","2da"
967,"Corrientes","2021-05-03","1ra"
293,"Corrientes","2021-05-03","2da"
2695,"Corrientes","2021-05-04","1ra"
1617,"Corrientes","2021-05-04","2da"
2728,"Corrientes","2021-05-05","1ra"
1961,"Corrientes","2021-05-05","2da"
1,"Corrientes","2021-05-05","Refuerzo"
2882,"Corrientes","2021-05-06","1ra"
2025,"Corrientes","2021-05-06","2da"
4303,"Corrientes","2021-05-07","1ra"
1867,"Corrientes","2021-05-07","2da"
1639,"Corrientes","2021-05-08","1ra"
1096,"Corrientes","2021-05-08","2da"
49,"Corrientes","2021-05-09","1ra"
11,"Corrientes","2021-05-09","2da"
1250,"Corrientes","2021-05-10","1ra"
782,"Corrientes","2021-05-10","2da"
3524,"Corrientes","2021-05-11","1ra"
1113,"Corrientes","2021-05-11","2da"
3661,"Corrientes","2021-05-12","1ra"
1224,"Corrientes","2021-05-12","2da"
1,"Corrientes","2021-05-12","Refuerzo"
1091,"Corrientes","2021-05-13","1ra"
1999,"Corrientes","2021-05-13","2da"
676,"Corrientes","2021-05-14","1ra"
3754,"Corrientes","2021-05-14","2da"
1,"Corrientes","2021-05-14","Refuerzo"
1847,"Corrientes","2021-05-15","1ra"
222,"Corrientes","2021-05-15","2da"
1,"Corrientes","2021-05-15","Refuerzo"
26,"Corrientes","2021-05-16","1ra"
26,"Corrientes","2021-05-16","2da"
1735,"Corrientes","2021-05-17","1ra"
2138,"Corrientes","2021-05-17","2da"
3134,"Corrientes","2021-05-18","1ra"
1312,"Corrientes","2021-05-18","2da"
3524,"Corrientes","2021-05-19","1ra"
1044,"Corrientes","2021-05-19","2da"
3698,"Corrientes","2021-05-20","1ra"
930,"Corrientes","2021-05-20","2da"
3140,"Corrientes","2021-05-21","1ra"
1164,"Corrientes","2021-05-21","2da"
1439,"Corrientes","2021-05-22","1ra"
856,"Corrientes","2021-05-22","2da"
298,"Corrientes","2021-05-23","1ra"
7,"Corrientes","2021-05-23","2da"
4075,"Corrientes","2021-05-24","1ra"
732,"Corrientes","2021-05-24","2da"
2404,"Corrientes","2021-05-25","1ra"
62,"Corrientes","2021-05-25","2da"
1235,"Corrientes","2021-05-26","1ra"
4223,"Corrientes","2021-05-26","2da"
1,"Corrientes","2021-05-26","Refuerzo"
1152,"Corrientes","2021-05-27","1ra"
2511,"Corrientes","2021-05-27","2da"
1,"Corrientes","2021-05-27","Adicional"
6690,"Corrientes","2021-05-28","1ra"
1385,"Corrientes","2021-05-28","2da"
3510,"Corrientes","2021-05-29","1ra"
3156,"Corrientes","2021-05-29","2da"
2448,"Corrientes","2021-05-30","1ra"
360,"Corrientes","2021-05-30","2da"
2424,"Corrientes","2021-05-31","1ra"
3786,"Corrientes","2021-05-31","2da"
4018,"Corrientes","2021-06-01","1ra"
4216,"Corrientes","2021-06-01","2da"
2,"Corrientes","2021-06-01","Refuerzo"
4359,"Corrientes","2021-06-02","1ra"
3070,"Corrientes","2021-06-02","2da"
3352,"Corrientes","2021-06-03","1ra"
1439,"Corrientes","2021-06-03","2da"
1,"Corrientes","2021-06-03","Refuerzo"
5252,"Corrientes","2021-06-04","1ra"
1334,"Corrientes","2021-06-04","2da"
8492,"Corrientes","2021-06-05","1ra"
217,"Corrientes","2021-06-05","2da"
48,"Corrientes","2021-06-05","Refuerzo"
4941,"Corrientes","2021-06-06","1ra"
35,"Corrientes","2021-06-06","2da"
8317,"Corrientes","2021-06-07","1ra"
425,"Corrientes","2021-06-07","2da"
5549,"Corrientes","2021-06-08","1ra"
1353,"Corrientes","2021-06-08","2da"
5897,"Corrientes","2021-06-09","1ra"
640,"Corrientes","2021-06-09","2da"
1,"Corrientes","2021-06-09","Refuerzo"
6919,"Corrientes","2021-06-10","1ra"
768,"Corrientes","2021-06-10","2da"
2,"Corrientes","2021-06-10","Refuerzo"
7345,"Corrientes","2021-06-11","1ra"
1184,"Corrientes","2021-06-11","2da"
4676,"Corrientes","2021-06-12","1ra"
4181,"Corrientes","2021-06-12","2da"
1,"Corrientes","2021-06-12","Refuerzo"
292,"Corrientes","2021-06-13","1ra"
2557,"Corrientes","2021-06-13","2da"
1771,"Corrientes","2021-06-14","1ra"
3103,"Corrientes","2021-06-14","2da"
2902,"Corrientes","2021-06-15","1ra"
762,"Corrientes","2021-06-15","2da"
1,"Corrientes","2021-06-15","Refuerzo"
1107,"Corrientes","2021-06-16","1ra"
1676,"Corrientes","2021-06-16","2da"
1067,"Corrientes","2021-06-17","1ra"
4790,"Corrientes","2021-06-17","2da"
1,"Corrientes","2021-06-17","Refuerzo"
674,"Corrientes","2021-06-18","1ra"
4603,"Corrientes","2021-06-18","2da"
636,"Corrientes","2021-06-19","1ra"
380,"Corrientes","2021-06-19","2da"
40,"Corrientes","2021-06-20","1ra"
8,"Corrientes","2021-06-20","2da"
152,"Corrientes","2021-06-21","1ra"
42,"Corrientes","2021-06-21","2da"
1376,"Corrientes","2021-06-22","1ra"
1915,"Corrientes","2021-06-22","2da"
1799,"Corrientes","2021-06-23","1ra"
754,"Corrientes","2021-06-23","2da"
6619,"Corrientes","2021-06-24","1ra"
589,"Corrientes","2021-06-24","2da"
5286,"Corrientes","2021-06-25","1ra"
486,"Corrientes","2021-06-25","2da"
7168,"Corrientes","2021-06-26","1ra"
81,"Corrientes","2021-06-26","2da"
453,"Corrientes","2021-06-27","1ra"
93,"Corrientes","2021-06-27","2da"
6664,"Corrientes","2021-06-28","1ra"
2139,"Corrientes","2021-06-28","2da"
1,"Corrientes","2021-06-28","Adicional"
10943,"Corrientes","2021-06-29","1ra"
459,"Corrientes","2021-06-29","2da"
1,"Corrientes","2021-06-29","Refuerzo"
14242,"Corrientes","2021-06-30","1ra"
336,"Corrientes","2021-06-30","2da"
10281,"Corrientes","2021-07-01","1ra"
583,"Corrientes","2021-07-01","2da"
7626,"Corrientes","2021-07-02","1ra"
2966,"Corrientes","2021-07-02","2da"
2341,"Corrientes","2021-07-03","1ra"
2843,"Corrientes","2021-07-03","2da"
1,"Corrientes","2021-07-03","Refuerzo"
1277,"Corrientes","2021-07-04","1ra"
2999,"Corrientes","2021-07-04","2da"
1,"Corrientes","2021-07-04","Refuerzo"
6910,"Corrientes","2021-07-05","1ra"
4988,"Corrientes","2021-07-05","2da"
3960,"Corrientes","2021-07-06","1ra"
2742,"Corrientes","2021-07-06","2da"
1,"Corrientes","2021-07-06","Refuerzo"
6710,"Corrientes","2021-07-07","1ra"
2077,"Corrientes","2021-07-07","2da"
10855,"Corrientes","2021-07-08","1ra"
1094,"Corrientes","2021-07-08","2da"
4064,"Corrientes","2021-07-09","1ra"
609,"Corrientes","2021-07-09","2da"
1,"Corrientes","2021-07-09","Refuerzo"
10858,"Corrientes","2021-07-10","1ra"
349,"Corrientes","2021-07-10","2da"
2965,"Corrientes","2021-07-11","1ra"
71,"Corrientes","2021-07-11","2da"
7330,"Corrientes","2021-07-12","1ra"
1695,"Corrientes","2021-07-12","2da"
1,"Corrientes","2021-07-12","Refuerzo"
9477,"Corrientes","2021-07-13","1ra"
737,"Corrientes","2021-07-13","2da"
4,"Corrientes","2021-07-13","Refuerzo"
3938,"Corrientes","2021-07-14","1ra"
1064,"Corrientes","2021-07-14","2da"
2,"Corrientes","2021-07-14","Refuerzo"
5070,"Corrientes","2021-07-15","1ra"
1228,"Corrientes","2021-07-15","2da"
555,"Corrientes","2021-07-16","1ra"
120,"Corrientes","2021-07-16","2da"
2149,"Corrientes","2021-07-17","1ra"
40,"Corrientes","2021-07-17","2da"
37,"Corrientes","2021-07-18","1ra"
3371,"Corrientes","2021-07-18","2da"
4942,"Corrientes","2021-07-19","1ra"
467,"Corrientes","2021-07-19","2da"
6309,"Corrientes","2021-07-20","1ra"
3726,"Corrientes","2021-07-20","2da"
8715,"Corrientes","2021-07-21","1ra"
1447,"Corrientes","2021-07-21","2da"
10677,"Corrientes","2021-07-22","1ra"
1205,"Corrientes","2021-07-22","2da"
1,"Corrientes","2021-07-22","Refuerzo"
7760,"Corrientes","2021-07-23","1ra"
346,"Corrientes","2021-07-23","2da"
4450,"Corrientes","2021-07-24","1ra"
35,"Corrientes","2021-07-24","2da"
3913,"Corrientes","2021-07-25","1ra"
10,"Corrientes","2021-07-25","2da"
2428,"Corrientes","2021-07-26","1ra"
223,"Corrientes","2021-07-26","2da"
5916,"Corrientes","2021-07-27","1ra"
7735,"Corrientes","2021-07-27","2da"
2,"Corrientes","2021-07-27","Refuerzo"
12967,"Corrientes","2021-07-28","1ra"
3493,"Corrientes","2021-07-28","2da"
9168,"Corrientes","2021-07-29","1ra"
3817,"Corrientes","2021-07-29","2da"
1,"Corrientes","2021-07-29","Refuerzo"
7394,"Corrientes","2021-07-30","1ra"
4196,"Corrientes","2021-07-30","2da"
1,"Corrientes","2021-07-30","Refuerzo"
1587,"Corrientes","2021-07-31","1ra"
2894,"Corrientes","2021-07-31","2da"
690,"Corrientes","2021-08-01","1ra"
359,"Corrientes","2021-08-01","2da"
1,"Corrientes","2021-08-01","Refuerzo"
3330,"Corrientes","2021-08-02","1ra"
1858,"Corrientes","2021-08-02","2da"
3691,"Corrientes","2021-08-03","1ra"
2637,"Corrientes","2021-08-03","2da"
2652,"Corrientes","2021-08-04","1ra"
4052,"Corrientes","2021-08-04","2da"
1,"Corrientes","2021-08-04","Refuerzo"
3578,"Corrientes","2021-08-05","1ra"
2978,"Corrientes","2021-08-05","2da"
3621,"Corrientes","2021-08-06","1ra"
1427,"Corrientes","2021-08-06","2da"
1680,"Corrientes","2021-08-07","1ra"
549,"Corrientes","2021-08-07","2da"
1478,"Corrientes","2021-08-08","1ra"
46,"Corrientes","2021-08-08","2da"
1478,"Corrientes","2021-08-09","1ra"
3530,"Corrientes","2021-08-09","2da"
1642,"Corrientes","2021-08-10","1ra"
5053,"Corrientes","2021-08-10","2da"
2,"Corrientes","2021-08-10","Refuerzo"
1065,"Corrientes","2021-08-11","1ra"
7303,"Corrientes","2021-08-11","2da"
3,"Corrientes","2021-08-11","Refuerzo"
1545,"Corrientes","2021-08-12","1ra"
7711,"Corrientes","2021-08-12","2da"
1,"Corrientes","2021-08-12","Adicional"
1715,"Corrientes","2021-08-13","1ra"
3424,"Corrientes","2021-08-13","2da"
1,"Corrientes","2021-08-13","Refuerzo"
356,"Corrientes","2021-08-14","1ra"
1933,"Corrientes","2021-08-14","2da"
66,"Corrientes","2021-08-15","1ra"
2374,"Corrientes","2021-08-15","2da"
844,"Corrientes","2021-08-16","1ra"
1480,"Corrientes","2021-08-16","2da"
1009,"Corrientes","2021-08-17","1ra"
2086,"Corrientes","2021-08-17","2da"
3372,"Corrientes","2021-08-18","1ra"
3418,"Corrientes","2021-08-18","2da"
3863,"Corrientes","2021-08-19","1ra"
3737,"Corrientes","2021-08-19","2da"
5060,"Corrientes","2021-08-20","1ra"
3943,"Corrientes","2021-08-20","2da"
1,"Corrientes","2021-08-20","Refuerzo"
379,"Corrientes","2021-08-21","1ra"
2913,"Corrientes","2021-08-21","2da"
57,"Corrientes","2021-08-22","1ra"
1617,"Corrientes","2021-08-22","2da"
2,"Corrientes","2021-08-22","Refuerzo"
4433,"Corrientes","2021-08-23","1ra"
4608,"Corrientes","2021-08-23","2da"
4128,"Corrientes","2021-08-24","1ra"
7903,"Corrientes","2021-08-24","2da"
3962,"Corrientes","2021-08-25","1ra"
6988,"Corrientes","2021-08-25","2da"
1421,"Corrientes","2021-08-26","1ra"
13172,"Corrientes","2021-08-26","2da"
2,"Corrientes","2021-08-26","Refuerzo"
2766,"Corrientes","2021-08-27","1ra"
10875,"Corrientes","2021-08-27","2da"
562,"Corrientes","2021-08-28","1ra"
873,"Corrientes","2021-08-28","2da"
61,"Corrientes","2021-08-29","1ra"
60,"Corrientes","2021-08-29","2da"
1,"Corrientes","2021-08-29","Refuerzo"
